Sentences,Translation
熱いお茶を吹いてさます。,Blow hot tea to cool off.
私は窓の下枠をペーパータオルで拭いた。,I wiped the bottom frame of the window with a paper towel.
蛇がとぐろを巻いた。,The snake has coiled itself.
庭に種を蒔いた。,We planted seeds in the garden.
農業家が小麦の種を畑に撒いた。,Farmers spread wheat seeds in the field.
彼はそんな役割に向いている。,He's suited for such a role.
妹は豆の皮を剥いた。,My sister peeled the beans.
レーザー光線で焼いてほくろを取る。,Burning with a laser beam to remove moles
たまには車に乗らずに歩いて行こう。,Sometimes we walk instead of get in the car.
彼のホームランは観衆を沸かせた。,The spectators were excited by his home run.
西の空に雲が湧いてきた。,Clouds are coming up in the western sky.
パスポートに検印を押す。,Stamping the passport with an inspection stamp
電話を貸していただけますか。,May I use your telephone?
厚い壁は通りの騒音を消した。,The thick walls deadened the noise from the street.
あらしも峠を越したらしい。,I hear the storm has passed.
気温が30度を超している。,Temperatures are exceeding 30 degrees Celsius.
ほおに赤みが差した。,A flush came over her cheeks.
彼女はどちらの医者を指したのか分からない。,I don't know which doctor she was referring to.
風が刺すように冷たい。,The wind is stinging cold.
カードを挿す前に手動で開けてみて。,Open it manually before inserting the card.
芝刈り機に油を注す。,Lubricate the lawnmower.
木漏れ日が所々に射す森深く。,Sunlight gently sprinkles down here and there through the forest canopy.
味付けに塩をもう少々足す。,Add a little more salt to taste.
郵便局で書留を出した。,I sent a registered letter at the post office.
多くの仕事がコンピューターによってなされている。,Much work is done by computer.
池の水を干した。,They drained the pond dry.
私の興味が増した。,My interest increased.
蒸し器で蒸す。,Steam in a steamer.
缶詰の食料は彼女のお気に召さない。,Canned food is not to her liking.
人の問題に鼻を突っ込むのはよしてくれよ。,Don't stick your nose into other people's problems.
ちょうど 3 時を打ったところだ。,It just hit three o'clock.
彼らは前方に移動するターゲットを撃つ。,They shoot at targets moving forward.
敵の不意を討つ。,Take the enemy by surprise.
勝てる見込みがない。,Have no chance of winning.
車が通ると砂ぼこりが立った。,"When a car drove by, a cloud of dust stood up."
楽しんでいるときは時間が早く経つ。,Time flies when you're having fun.
工場の跡地にマンションが建った。,Condominiums were built on the site of a former factory.
彼女は来週の金曜に発つんだね？,"She leaves next Friday, right?"
彼とは交際を絶った。,I broke off my relationship with him.
彼女は彼を何度も打った。,She hit him repeatedly.
遅くなるので待たずに会を始めていてくれ。,"I'll be late, so don't wait for me to start the meeting."
ホテルを三つ持っている。,He has three hotels.
お産は死ぬほど大変です。,Childbirth is a death-defying experience.
風船が屋根を越えて飛んでいった。,Balloons flew over the roof.
猫は跳んでそれを捕えた。,The cat jumped and caught it.
電話をかけてタクシーを呼んでください。,Please call and get a cab.
彼女は髪をお下げに編んでいた。,She braided her hair into a pigtail.
この鶏はもう卵を産まなくなった。,This hen no longer lays eggs.
その犬に酷く足を噛まれた。,That dog bit me badly on the leg.
手を頭の後ろで組みなさい。,Fold your hands behind your head.
彼の気持ちを汲んで事を穏便に取り計らった。,I took his feelings into consideration and tried to smooth things over.
酒を酌んで旧交を温める。,We drink sake and renew old friendships.
劇場はひどく込んでいた。,The theater was terribly crowded.
混む小道を避けるためにより過激になる。,More extreme to avoid crowded trails.
この家は久しく人が住んでいない。,This house has not been inhabited for a long time.
あなたの仕事は済みました。,Your work is done.
澄んだ青空が見えて私はとてもよい気分だ。,I am in a very good mood with clear blue skies.
船は200トンの荷を積んでいた。,The ship was carrying 200 tons of cargo.
彼女は経験に富んでいる。,She has a wealth of experience.
 何か現在飲んでいる薬はありますか。,Are you currently taking any medications?
なんか変なもの踏んじゃった。,I stepped on something strange.
肩をもんでもらう。,I get a shoulder rub.
痛みがやむまで起き上がれなかった。,I couldn't get up until the pain stopped.
こういう子は心が病んでいるのかもしれない。,These children may be sick at heart.
その文章はいろいろに読める。,That sentence can be read in many ways.
富士山に二度登ったことがある。,I have twice climbed Mt.
川の向こうに牧場があった。,Across the river was a ranch.
彼がいなくてはこの計画は実行できない。,"Without him, this plan cannot be carried out."
その旅行にどれだけ金が要るのか。,How much money do you need for that trip?
卵は１ダース単位で売っている。,Eggs are sold by the dozen.
少しも得るところがない。,There is not the slightest bit of gain.
