W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
押印,affix a seal,戦争が起こる,war is coming,回り道,make a detour,会社が倒産する,the company will go bankrupt,悲惨な結末,tragic end,何,what
辞書を引く,look up a word in a dictionary,起床する,rise and shine.,回答する,answer a question,倒立する,topple over,病気に悩む,distressed by illness,なんでもいい,whatever
文を引用する,cite a sentence,全員起立,all rise,回数券,coupon,舞台に出る,go on stage,悩みがある,have a problem,車輪,wheel
引き算,subtraction,起工式,groundbreaking ceremony,次回,next time,病院に見舞いに行く,visit a patient in hospital,悩ましい女性,a distressed woman,いつ,when
地球の引力,earth's gravitational pull,ベッドに寝る,lying in bed,刀で刺す,stab with a knife,仕舞う,finish up,煩悩が生じる,affliction arises,いつでも,whenever
引退する,retire,昼寝をする,take a nap,ナイフが刺さる,knife stab,仕舞う,shut it down,辛いカレー,spicy curry,どこ,where
海岸で貝を拾う,picking up shells on the beach,子どもを寝かす,putting the children to bed,刺身,stab,歌舞伎,kabuki,香辛料を入れる,to add spices,際限,"limits, end"
タクシーを拾う,picking up a cab,寝室,bedrooms,名刺,business card,ダンスを踊る,dancing,辛口,to have a spicy taste,最小限,minimum
拾得物の係,picking up an item,寝台車,sleeping car,刺激が強い,irritating,盆踊り,bon dance,辛抱する,to have patience,最大限,maximum
拾万円,"picking up 10,000 yen",赤ん坊が泣く,baby crying,針で突く,poke with a needle,階段の踊り場,stairway dance,つらい修行,painful training,見限る,to give up on
拾い出す,picking up something,泣き声,crying,つえを突いて歩く,walking with a stick,日本舞踊,japanese dance,甘いお菓子,sweet treats,有効期限,term of validity
ごみを捨てる,throw away trash,悔し泣き,crying in frustration,車に衝突する,crashing into a car,踊り子,dancer,親に甘える,spoil the parents,提出期限,deadline
投げ捨てる,throw away,妹は泣き虫だ,my sister is a crybaby,突然の出来事,sudden event,痛みを感じる,feeling the pain,子供を甘やかす,spoil a child,今昔,past and present​
四捨五入する,rounding off,号泣する,cry aloud,封鎖を突破する,breaking through a blockade,感心な子供,an impressed child,甘口,sweet talk,古昔,ancient times
吐き捨てる,spit it out,笑い話,laughing,グラスを取る,take a glass,映画に感動する,moved by a movie,甘味料,sweeteners,昔時,old times
使い捨てる,use and throw away,笑い声,laughing,書類を受け取る,receiving documents,感謝する,gratitude,髪がほおに触れる,hair touching your cheek,貿易,trade (foreign)
ナプキンを折る,fold a napkin,笑顔がかわいい,have a cute smile on my face,ビザを取得する,getting a visa,感情を表現する,expressing emotions,感触がいい,good touch,易しい,"easy, plain, simple"
折り紙,origami,顔に笑みが浮かぶ,a smile appears on her face,取材する,interviewing,人の情けを知る,knowing the compassion of others,接触する,make contact,容易,"easy, plain, simple"
木の枝が折れる,break a tree branch,微笑を浮かべる,a smile on the face,有利な取引,make a lucrative deal,感情を表す,expressing feelings,抵触する,conflict,安易,"easy, simple"
角を右折する,turn the corner to the right,ころぼうを追う,follow the rolls,草が伸びる,make the grass grow,情報を集まる,gathering information,触発する,touching,交易,"trade, commerce"
折り合い,fold together,料理を追加する,add some food,学力を伸ばす,improve your academic performance,同情する,feel sympathy,触媒,catalyst,易い,easy
くぎを抜く,pull out a nail,追放する,banishing,背伸びをする,grow taller,真剣な表情,serious expression,柔らかな布団,soft bedding,容易い,"easy, simple, light"
腰を抜かす,break the back,追いつく,catching up,伸縮する,stretch,そよ風が快い,a gentle breeze is pleasant,体が柔らかい,soft body,辟易,to be fed up (with)
手抜かりはない,do a good job,追い越す,overtake,伸び率,growth rate,愉快な友達,pleasant friends,柔道,judo,平易,"easy, plain, simple"
抜群の成績,outstanding performance,山を越える,over the mountain,欠伸,lack of stretch,快晴,fine weather,柔和な性格の人,mild-mannered,簡易,"simplicity, easiness"
抜け出す,get out of bed,年越しそば,new year's eve soba,病気に急ぐ,hurry to sickness,快適な温度,comfortable temperature,柔軟な考え方,flexible thinking,貿易会社,trading company
布団を掛ける,to hang up a futon,追い越す,overtake,急いで家へ行く,rushing home,快調,"going well, good condition",硬い石,hard stone,貿易赤字,trade deficit
掛け算,multiply,優越感を待つ,wait for superiority,急な用事,urgent business,生活が苦しい,life is hard,硬い土,hard soil,貿易収支,trade balance
絵が掛かっている,a picture is hanging on the wall,引っ越してくる,moving in,急病,sudden illness,苦い薬,bitter medicine,顔の表情が硬い,hard facial expression,貿易黒字,trade surplus
手掛かりがない,no clue,引っ越していく,moving out,急行,express,苦手,bitter,100円硬貨,100 yen coin,貿易商,trader
切っ掛け,a clue,世俗を超越する,transcending the mundane,特急,express,苦労する,struggling,強硬な意見,hard opinions,貿易業,trading business
名前を呼ぶ,call someone's name,富士山に登る,climbing mt.,椅子に座る,sit on a chair,苦情受け付け係,complaint taker,硬直した価値観,rigid values,旺盛,"lively, vigorous"
呼び出す,call out,山登り,mountain climbing,座布団に座る,sitting on a cushion,苦心,struggling,息が荒い,rough breathing,享楽,enjoyment
呼吸をする,breathe,映画の登場人物,characters in a movie,座席,sitting in a seat,歯が痛む,toothache,海が荒れる,the sea is rough,知人,acquaintance
点呼する,roll call,登山道,mountain trail,正座する,sitting upright,胸を痛める,chest pain,荒れ地,wasteland,寄付,contribution
呼気,exhalation,登校する,going to school,座談会,sitting,頭痛,headache,荒天,rough weather,日光浴をする,to do some sunbathing
息を吸う,breathe in,空を飛ぶ,flying in the sky,小石が坂を転がる,a pebble rolls down a hill,苦痛を感じる,feel pain,体の動きが鈍い,sluggish body movement,会費,membership fee
水を吸う,soak up water,紙飛行機を飛ばす,flying a paper plane,たるを転がす,rolling down a slope,痛感する,feel pain,頭の働きが鈍る,the head is slow to work,腹が立つ,to take offense
悪口を言う,saying bad things,優しい性質,gentle nature,自信を持つ,have confidence,無事を祈る,pray for safety,写真を現像する,developing a photograph,右折禁止,no right turn
悪人,bad people,優れた作品,excellent work,信頼する,trust,お祈りをする,say a prayer,想像する,imagine,親鳥,parent bird
悪寒がする,i get chills,優越感,superiority,信号,signal,合格を祈願する,pray for success,画像,image,不注意,carelessness
憎悪を感じる,feel hatred,優秀な学生,excellent student,迷信する,superstitious,祈念する,pray for success,実像,real image,簡単な上に,on top of being easy
悪魔,demon,優勝する,winners,通信する,to communicate,祈り,pray,欲望,desire,人気,popularity
悪い,bad,優先席,preferred seat,確信する,confidence,祈祷する,pray,食欲がある,a person has an appetite,壊れる,break
悪戯,mischief,俳優,actors,人を疑う,doubting people,子の幸せを願う,pray for the happiness of your child,欲張り,greed,免税店,a duty free shop
意地悪,mean,優美な舞踊,graceful dance,疑わしい話,suspicious talk,願いがかなう,to have a wish come true,意欲,willingness,要注意,need for caution
悪化,evil,頭が良い,good head,疑問を持つ,have doubts,強い願望を持つ,have a strong desire,平和を求める,desire for peace,客,guest
悪夢,nightmares,気分が良くない,not feeling well,事件の容疑者,suspect in a case,入学願書,application for admission,求人する,seek a job,指,finger
海の幸,seafood,良書,good book,疑問符,question mark,お願いします,i beg you,求職する,seeking a job,傷付ける,to injure
幸せな家庭,happy family,良心が咎める,my conscience is troubled,ばらの花が香る,smell of roses,請願する,to petition,要求する,demand,市街地,a built-up area
幸運,good luck,結果は良好,good results,お茶の香りがする,smells like tea,志願する,apply,追求する,pursue,お菓子,sweets
不幸,unhappiness,仲良し,good friends,香水,perfume,悲願する,make a plea,欲求する,desire,証言により,base on the testimony
幸福,good fortune,良識,good sense,お線香,incense,出願する,apply,探求する,explore,文系,humanities
幸い,happiness,良し悪し,good or bad,香辛料,spices,神を信じる,trust god,請求する,request,並み,similar
幸福な人生,happy life,天気が悪い,weather is bad,香ばしい,fragrant,人を信用する,trust in people,請求書,invoice,去る,to leave
結婚を祝福する,blessing marriage,中和曲線,neutralizing curve,個別,individual,決定する,decide,私事,private affairs,発注,placing an order
福祉,welfare,和解する,reconcile,別居,separate,決して負けない,never lose,私立大学,private university,栄養,nutrition
裕福,wealth,和牛,wagyu,別人,separate people,解決する,resolve,私鉄,private railway,付ける,to attach
社会福祉,social welfare,和室,japanese room,識別,identification,判決する,decide,私用,"personal use, private business",半日,half day
至福,bliss,父と別れる,separation from father,別問題,different problems,決断する,decide,私物,private property,有料,"fee-charging, paid"
風が和らぐ,ease of the wind,別れ,farewell,選別する,sort out,多数決,majority rule,私有財産,private property,有害,harmful
和やかな雰囲気,harmonious atmosphere,特別,special,大別する,sort by major,決まり,decide,講師の別,by lecturer,庭,garden
心が和む,peace of mind,区別,separation,戸別訪問,go door to door,可決する,pass,一個,one piece,七夕,star festival
平和,peace,送別会,farewell party,決別する,break up,決意する,decide,数個,several,食料,food
和服,japanese clothes,別々,separation,別館,separate building,対決する,vote,個人の自由,personal freedom,夜中,middle of the night
和尚,harmony,差別,discrimination,分別する,separate,議決する,vote,個々の問題,individual issues,海水,sea water
調和する,harmonize,別荘,separate villa,予定が決まる,make a plan,決算する,settle,個性がある,individuality,関節,joints
声を和らげる,soothes the voice,別に,separate,決心する,make up your mind,否決する,vote no,他人,others,助ける,"to save, to help"
温和な気候,mild climate,格別,separate,決勝戦,final,採決する,vote,他方,the other,海上,on the sea
彼女,her,頭文字,first letter,残額,remaining amount,始発,beginning,会議が終了する,end of meeting,空,sky
身の回り,around us,先頭,first,多額,large amount,終始,beginning and end,終電,last train,総数,total number
身近な,familiar,一頭,one head,総額,total amount,始末する,starting,終点,last stop,一周,round the clock
身代わり,substitute,頭痛,headache,練習を始める,start practicing,後始末,post-processing,最終,last train,演劇,theater
