Words,Reading,Meaning,Type,S1,T1,S2,T2,S3,T3,W1,W2,W3
やいなや,,"No sooner than, As soon as, themoment that",,その男の人は部屋に入るや否や、いきなり大声で怒鳴り始めた,"As soon as she entered the room, the man suddenly started yelling at her.",,,,⚭ Vru + yainaya,,,
なり,,As soon as,,今度は横になるなりほぼ即座に寝ついていた,"This time, he lay down and fell asleep almost instantly",,,,⚭ Vru + nari,,,
そばから,,As soon as,,片付けるそばから子供がおもちゃを散らかす,The kids made a mess of their toys while I was cleaning up.,,,,⚭ Vru・Vta + sobakara,,,
てからというもの,,"From the time.., After, Since",,息子が大学に入り家を出ていってからというもの、寂しくなった,"Since my son started college and left home, I've been lonely.",,,,⚭ Vte + tekara toiumono,,,
てもらう,,I have/had someone do for me,,私は日本人の友達に日本料理を教えてもらった,I had a Japanese friend who taught me how to cook Japanese food.,,,,⚭ Vte + morau,,,
てもらえるか,,request someone do,,ちょっとドア閉めてもらえるか,Could you close the door for a second?,,,,⚭ Vte + moraeru/moraenai ka,,,
てもらえるかとうれしい,,request someone do (polite request),,私が買い物から帰ってくるまでに掃除しておいてもらえると嬉しいんだけど,It would be nice if you could have it cleaned up by the time I get home from shopping.,,,,⚭ Vte + moraeru to ureshii,,,
てやってもらえるか,,request someone do (some slight approval),,悪いけどちょっと太郎の宿題を見てやってもらえるか,"I'm sorry, but can you help to look over Taro’s homework.",,,,⚭ Vte + yatte + moraeru/moraenai ka,,,
させる,,"coercion, instruction, non-interference",,教師が学生に賓を読ませた,The teacher made the students read the book,,,,⚭ N ga N ni N o + Vneg-stem + saseru/seru (V - transitive),,,
させる,,"coercion, instruction, non-interference",,親が子供に宿題をさせた,The parent made the child do homework.,,,,⚭ N ga N ni N o + Vneg-stem + saseru/seru (V - transitive),,,
させる,,"coercion, instruction, non-interference",,私は妹に昼ご飯を作らせた,I made my sister make lunch.,,,,⚭ N ga N ni N o + Vneg-stem + saseru/seru (V - transitive),,,
させる,,"coercion, instruction, non-interference",,私が子供を買い物に行かせた,I had the children go shopping,,,,⚭ N ga N ni/o + Vneg-stem + saseru/seru (V - intransitive),,,
させる,,"coercion, instruction, non-interference",,私は仲間を死なせてしまったことを後悔している,I regret that I let my friend die.,,,,⚭ N ga N ni/o + Vneg-stem + saseru/seru (V - intransitive),,,
させる,,"coercion, instruction, non-interference",,大きな契約だから新入社員に行かせるのは心配だ,"It's a big contract, and I'm worried about letting the new guy go.",,,,⚭ N ga N ni/o + Vneg-stem + saseru/seru (V - intransitive),,,
させる,,induce someone to do,,彼はいつも冗談を言ってみんなを笑わせる,He always telling jokes and making everyone laugh,,,,"⚭ N ga N o + Vneg-stem + saseru/seru (V - intransitive, involuntary)",,,
させる,,induce someone to do,,私は子供の頃は乱暴で、近所の子をよく泣かせれいた,When I was a child I was wild and unruly and often made the children in my neighbourhood cry,,,,"⚭ N ga N o + Vneg-stem + saseru/seru (V - intransitive, involuntary)",,,
させる,,"induce something to, be the cause of something doing",,子供たちは目を輝かせて話に聞き入っている,"The children are listening intently to the story, their eyes sparkling.",,,,"⚭ N ga N o + Vneg-stem + saseru/seru (V - intransitive, w/o  a corresponding tans. verb)",,,
させる,,"induce something to, be the cause of something doing",,猫は目を光らせて暗闇に潜んでいる,"The cat is lurking in the darkness, its eyes sharp.",,,,"⚭ N ga N o + Vneg-stem + saseru/seru (V - intransitive, w/o  a corresponding tans. verb)",,,
させてあげる,,"permission, non-interference",,そんなにこの仕事がやりたいのならやらせてあげましょう,"If you want to do this job so much, I will let you do it.",,,,⚭ Vneg-stem + sasete/sete + ageru/yaru,,,
させてあげる,,"permission, non-interference",,私は友達にコンピューターを使わせてあげた,I let my friend use the computer.,,,,⚭ Vneg-stem + sasete/sete + ageru/yaru,,,
させてあげる,,"permission, non-interference",,母親は子供を遊びに行かせてあげた,The mother let her child go to play.,,,,⚭ Vneg-stem + sasete/sete + ageru/yaru,,,
させておく,,non-interference,,甘えて泣いているだけだからそのまま泣かせておきなさい,"He is just crying like a spoilt baby, so leave him be and let him cry.",,,,⚭ Vneg-stem + sasete/sete + oku,,,
させてください,,request for permission,,申し訳ありませんが今日は少し早く帰らせてください,"I’m very sorry, but please let me go home a little early today.",,,,⚭ Vneg-stem + sasete/sete + kudasai/itadakemasu,,,
させていただけます,,request for permission,,少し考えさせていただけますか,Could you give me some time to think it over?,,,,⚭ Vneg-stem + sasete/sete + kudasai/itadakemasu,,,
させてくれる,,speaker views being allowed or left to do something as a kind of favor,,両親が早く亡くなったので姉が働いて私を大学に行かせてくれた,"My parents died early, so my sister worked to send me to college.",,,,⚭ Vneg-stem + sasete/sete + kureru/kudasaru,,,
させてくれる,,speaker views being allowed or left to do something as a kind of favor,,同僚が(私に)手料理を食べさせてくれた,My colleague let me eat his/her homemade dish.,,,,⚭ Vneg-stem + sasete/sete + kureru/kudasaru,,,
させてくれる,,speaker views being allowed or left to do something as a kind of favor,,先生が妹にノートを写させてくださった,The teacher let my younger sister copy his/her notebook.,,,,⚭ Vneg-stem + sasete/sete + kureru/kudasaru,,,
させてもらう,,speaker views being allowed or left to do something as a kind of favor,,金婚式の祝いに、子供たちにハワイに行かせてもらった,My kids sent us to Hawaii to celebrate our golden wedding anniversary.,,,,⚭ Vneg-stem + sasete/sete + morau/itadaku,,,
させてもらう,,speaker views being allowed or left to do something as a kind of favor,,(私は)両親に留学させてもらった,I had my parents let me study abroad.,,,,⚭ Vneg-stem + sasete/sete + morau/itadaku,,,
させてもらう,,speaker views being allowed or left to do something as a kind of favor,,(私は)上司に極秘書類を読ませていただいた,My boss let me read the top-secret document.,,,,⚭ Vneg-stem + sasete/sete + morau/itadaku,,,
させられる,,forced to do something and its bothersome or objectionable,,昨日はお母さんに３時間も勉強させられた,My mom made/forced me study for three hours yesterday.,,,,⚭ Vneg-stem + saserareru/serareru,,,
させられる,,forced to do something and its bothersome or objectionable,,先輩に無理にお酒を飲ませられた,A senior colleague forced me to drink alcohol.,,,,⚭ Vneg-stem + saserareru/serareru,,,
させられる,,forced to do something and its bothersome or objectionable,,私は母に部屋を掃除させられた,I was made to clean the room by my mother.,,,,⚭ Vneg-stem + saserareru/serareru,,,
ずにおく,,express that for some reason a certain action is deliberately not taken,,明日病院で検査を受けるなら夕飯は食べずにおいた方がいいんじゃないですか?,"If you are going to have tests done at the hospital tomorrow, isn’t it better not to have any dinner?",,,,⚭ Vnoun-stem + zuni oku,,,
ずにすむ,,express not to do the previous plan or have been avoided,,いい薬ができたので手術せずにすんだ,"Now that we have a better drug, we don't have to operate.",,,,⚭ Vnoun-stem + zuni sumu,,,
ずにはいられない,,"can’t help but do, situation or action bound to occur",,彼女の気持ちを思うと、自分のしたことを悔やまずにはいられない,"When I think of how she feels, I can't help but regret what I've done.",,,,⚭ Vnoun-stem + zuni wa irarenai,,,
ずにはすまない,,can’t help but do,,親戚皆が出席するならうちも行かずにはすまないだろう,"If all my relatives are going to be there, we probably have no choice but to go",,,,⚭ Vnoun-stem + zuni sumanai,,,
かと思う,,"to think something isn’t sure, improper, or questionable",,間に合わないかと思ったよ,I was afraid I wouldn't make it in time.,,,,⚭ Vplain + ka to omou,,,
かと思う,,"to think something isn’t sure, improper, or questionable",,暗闇で迷子になるんじゃないかと思った,I thought I'd get lost in the dark.,,,,⚭ Vplain + ka to omou,,,
かと思う,,"to think something isn’t sure, improper, or questionable",,てっきりずっと日本にいるかと思ったよ,I thought I'd be in Japan forever.,,,,⚭ Vplain + ka to omou,,,
ついでに,,"while, incidentally, when/after doing something..do also another thing",,薬局へ薬を買いに行ったつでにトイレットペーパーも買ってきた,"I went to the pharmacy to buy some medicine, and I also bought some toilet paper.",,,,⚭ Vru・Vta + ka to omou,,,
気味,,seems somewhat (often used for negative connotation),,彼女は少し緊張気味だた,She was a little tense,,,,⚭ Vnoun-stem + gimi,,,
気味,,seems somewhat (often used for negative connotation),,現在の内閣の支持率は発足時よりやや下がり気味である,The approval rate of the present cabinet is trending a little lower that when it took office,,,,⚭ Vnoun-stem + gimi,,,
気味,,seems somewhat (often used for negative connotation),,ちょっと遅れ気味なので補習授業を行いましょう,"We are a little behind, so we'll have a make-up class.",,,,⚭ Vnoun-stem + gimi,,,
なんかいない,,emphasize that it is not true,,泣いてなんかいない、目にゴミが入っただけです,I'm not crying. I just got a speck in my eye.,,,,⚭ Vte + nanka inai,,,
からといって,,just because,,野菜が嫌いだからといって食べないのはよくないよ,Just because you don't like vegetables doesn't mean you shouldn't eat them.,,,,⚭ Vplain + kara toitte,,,
からといって,,just because,,日本語が話せるからといって日本語が教えられるとは限らない,Just because you speak Japanese doesn't mean you can teach it.,,,,⚭ Vplain + kara toitte,,,
ばかりに,,simply because (negative/bad outcome),,受験票を忘れたばかりにテストを受けることができなかった,"Simply because I forgot my test voucher, I couldn’t take the test.",,,,⚭ Vplain・Vta + bakari ni,,,
ばかりに,,simply because (negative/bad outcome),,ちょっとした油断をしたばかりに大怪我をしてしまった,"Simply because I was just a little careless, I got seriously injured.",,,,⚭ Vplain・Vta + bakari ni,,,
だけあって,,"being the case, precisely because, so, since",,この場所は有名なだけあってたくさんの観光客が人がいる,Precisely because this place is so famous so there are a lot of tourists here.,,,,⚭ Vplain + dake atte,,,
だけあって,,"being the case, precisely because, so, since",,料理教室に通っているだけあって彼女の作る料理はとても美味しい,"Since she has been taking cooking classes, her food is very delicious.",,,,⚭ Vplain + dake atte,,,
