Words,Meaning,Sentences,Translation,Level
知恵,"wisdom, wit, sagacity, sense, intelligence",経験を積むにつれて更に知恵が身につく。,You get more wisdom as you have more experiences.,4
に連れて,"as X, then Y (e.g. as we age we gain wisdom, as wine matures it becomes more valuable, etc.)",売り上げが増えるにつれて収益も上がる。,"In proportion as the sales increase, the profit will rise.",4
売り上げ,"amount sold, sales, proceeds, takings, turnover",売り上げを伸ばそうと焦らなくてもいい。,Don't worry about making lots of sales.,4
収益,"earnings, proceeds, returns, revenue",投資の収益は高いだろう。,The return on the investment will be high.,4
投資,investment,大投資かは株を買い占めた。,The big investor bought up the stocks.,4
買い占める,to buy up,大投資かは株を買い占めた。,The big investor bought up the stocks.,4
身につく,"to master (e.g. a skill), to become accustomed to (e.g. a lifestyle), to acquire (e.g. a habit)",私たちの行動の圧倒的な部分は学んで身についたものだ。,An overwhelming part of our behavior is learned.,4
圧倒的,overwhelming,彼らは圧倒的に優勢な敵と戦っていた。,They were attacking against overwhelming odds.,4
優勢,"superiority, superior power, predominance, preponderance",その考えは今日なお優勢である。,The idea still prevails.,4
劣勢,"inferiority (e.g. numerical), inferior position, disadvantage, unfavorable ",あのダークホースは予備選挙の前は、劣勢でした。,The dark horse candidate was losing in the polls before the primary.,4
稼業,"trade, business, occupation, profession, job",俺の稼業はとても複雑でねぇ,My job is very complicated.,4
稼働率,"operating ratio, rate of operation, availability factor",最大および最小トリップ稼働率ターゲットと一致,Matches maximum and minimum trip utilization targets,4
生活,"living, life (one's daily existence), livelihood",私は規則正しい生活をしている。,I have an orderly lifestyle.,4
規則正しい,"regular, well-regulated, systematic, orderly",その都市は美しく規則正しく設計されている。,The city is laid out with beautiful regularity.,4
設計,"plan, design, layout",街路はよく設計されている。,The streets are laid out quite well.,4
街路,"road, street, avenue",北海道の街路はとても広い。,The streets of Hokkaido are very wide.,4
きっちり,"exactly, precisely, punctually, closely, tightly, (fitting) perfectly",私はきっちり３時間待った。,I have waited a full three hours.,4
きっちり,"exactly, precisely, punctually, closely, tightly, (fitting) perfectly",彼女は入ってからきっちりドアを閉めた。,She closed the door tightly behind her.,4
きっちり,"exactly, precisely, punctually, closely, tightly, (fitting) perfectly",彼女は物事きっちりしている。,She is doing things precisely.,4
本気,"seriousness, earnestness, truth, sanctity",彼は本気になって勉強を始めた。,He got serious and started studying.,4
賭ける,"to wager, to bet, to risk, to stake",トランプで賭けてはいけない。,You must not gamble at cards.,4
床,"floor, stage",彼女は、目を閉じて床に座った。,"She sat on the floor, her eyes closed.",4
元,"origin, source, base, basis, cause, ingredient",私はその噂の元は知りません。,I don't know the origin of the rumor.,4
底,"bottom, sole",底まではとても距離があるように思える。,It seems a long way to the bottom.,4
老いる,"to age, to grow old",彼は自分が老いていくのを感じた。,He felt himself growing old.,4
職,"job, work, employment, occupation, duties, trade, skill",彼女はその職に特別に抜擢された。,She was especially selected for the post.,4
父,father,父は入院中のおじを見舞いにいった。,Father visited my uncle in hospital.,4
日本,Japan,日本では、月給です。,"In Japan, we are paid by the month.",4
らしい,"seeming, appearing, -ish, like a, typical of",彼は偉大な運動選手だったらしい。,It seems that he was a great athlete.,4
熱,"heat, fever, temperature, poassion",私は今朝から少し熱がある。,I have had a slight fever since this morning.,4
枚,counter for flat objects,ボストンまでの２等の切符を２枚ください。,"Two second-class tickets to Boston, please.",4
シャツ,shirt,我々のチームは赤シャツを着ていた。,Our team were wearing red shirts.,4
多様,"diverse, varied",彼の才能は大変素晴らしくそして多様である。,His abilities were very great and various.,4
的,"-like, typical",それは感動的な光景だった。,It was a moving sight.,4
強いる,"to force, to compel, to coerce, to press, to impose",彼らは我々に服従を強いた。,They enforced obedience upon us.,4
ところで,"by the way, incidentally",ところでこの件は注意する必要がある。,"This case requires watching, by the way.",4
後,behind-rear,彼は私に後に残れと命じた。,He bade me stay behind.,4
後,after-later,雨天の後には晴天が来る。,After rain comes fair weather.,4
力,force-strength-capability,新しいチームには優勝する力がある。,The new team has the capability to win.,4
新,new,彼女は彼に新工場を案内して見せてくれた。,She gave him a tour of the new factory for me.,4
付ける,attach-join-add-append,荷物にこの荷札を付けてください。,Attach this label to your package.,4
本当に,really-truly,今夜のご馳走は本当においしかったです。,The dinner was so delicious.,4
何も,nothing,彼に彼女について何も言わない方がいい。,You may as well tell him nothing about her.,4
子供,child,子供はいろいろな影響を受けやすい。,Children are open to various influences.,4
向かう,face-go towards-head towards,いぬ達は月に向かって遠吠えしていた。,The dogs were howling at the moon.,4
向ける,turn towards-point,彼女は私に背中を向けた。,She turned her back to me.,4
開く,to open,机の引き出しが開いている。,The desk drawer is open.,4
はず,should happen (expectation),その汽車は１０時までに大阪に着くはずだ。,The train should reach Osaka by ten.,4
母,mother,母は忙しそうに料理をしていた。,The mother seemed busy cooking.,4
ために,"for, for the sake of, because of",交換のために返却したいと思います。,I would like to return it to you for replacement.,4
すると,"thereupon, hereupon",私はちょうど出かけようとしていた、すると雨が降りだした。,"I was just going out, when it began to rain.",4
