W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
川,river,とき,when,何事,something,まるで,as if,常に,always,番,watch
器,vessel,ほる,hollow,っていう,to say,脱ぐ,take off,男,man,挨拶,greeting
青い,blue,見事,look at,こんな,like this,針,needle,異常,abnormal,全部,all
円,circle,バス,bus,学園,school,熱い,hot,軍,army,普通,normal
素子,element,駆る,drive,揺れる,shake,肌,skin,どちら,which,紐,string
容易,easy,手,hand,怖い,fear,令,order,竹,bamboo,薔薇,rose
罪,sin,優しい,gentle,現実,reality,兄,brother,しまう,hold still,一つ,one
特殊,special,無線,radio,うなずく,nod,感触,feeling,ごろ,around,一体,one
踏む,step,中,middle,衣,clothing,雑誌,magazine,本当は,really,光,light
目撃,sighting,やつ,he,いったい,together,いずれ,how many,遣る,to do,つる,pain
あっさり,all over the place,現象,reality,量,amount,さらに,and more,容赦,forgiveness,探る,search
頼む,beg,多少,a little,申す,i'm sorry,正体,right,振り返る,turn around,学校,school
若い,young,一言,one word,すっかり,all the way,キロ,kilo,田,countryside,速い,fast
乳,breast,所,place,コーヒー,coffee,星,star,痛み,pain,ひょっと,perchance
結ぶ,join,昔,past,太,thick,出る,go out,里野,village,たい,big
怪物,monster,おかげ,thanks,女中,female middle,美,beauty,本物,real,なにか,something
柳,willow,其の,that,大人,adult,構造,structure,号,number (no.),ビル,bill
しがみつく,clinging,まわす,around,散る,disperse,聖戦,holy war,がた,type,カップ,cup
なんとなく,somehow or other,通り,go through,もしも,what if?,超,exceed,かえって,on the contrary,向こう,over there
そちら,there,不幸,unhappiness,行方,way of doing,現場,on-site,重,heavy,あいさつ,greetings
毛,hair,とれる,come off,走る,run,連邦,federation,始まる,begin,困る,be troubled
冒険,adventure,襲う,attack,本当に,really,貴子,your child,佐山,sa mountain,けが,injury
九,nine,なか,in,歳,age,長い,long,師,master,ふむ,happen
しれる,shill,といふ,said,道具,tools,辺り,around,叱る,scold,貴方,you
生物,life,当たる,hit,毎日,daily,埋める,bury,若者,young,立場,stand
最も,most,平気,peaceful,肉,flesh,笑う,laugh,面白い,interesting,母親,mother
泰,tai,みたい,look,計画,plan,動く,move,教育,education,はず,start
見守る,look after,押しつける,push,化す,become,至る,reach,運動,movement,酒,alcohol
物,object,できる,can,危ない,dangerous,ふう,wind,スピード,speed,誰か,who
割る,break,幾,how many,左,left,怒鳴る,yell,判断,judgment,調子,tone
棚,shelf,バード,bard,さわ,river,かる,shell,ガス,gas,壁,wall
鳴らす,ring,改めて,revise,そういう,that,逃げ出す,run away,こめる,to be,先ほど,ahead
抱く,hold,つらい,painful,身,body,繰り返す,repeat,ひとつ,one,太い,thick
気がつく,notice,忙しい,busy,いろいろ,various,下ろす,lower (e.g. ladder),死ぬ,death,祭,festival
少女,girl,お願い,please,において,in,せい,sei,笑い,laugh,厚い,thick
親父,father,呼吸,breathe,ほど,about,よろしい,good,照らす,illuminate,室,room
らく,seems to be,触る,touch,おまえ,you,納得,agreement,機械,machine,妙,strange
避ける,avoid,得る,gain,正時,right time,折る,break,通る,go through,影,shadow
征,conquest,隊,team,手段,steps,久しぶり,long time no see,打つ,strike,一切,all
悪魔,devil,結果,result,映像,image,てん,heaven,タイプ,type,処,place
計,plan,いかにも,how?,負ける,lose,坐る,sit,案内,guide,その他,other
つまり,in other words,話しかける,talk to,立ち止まる,stand still,型,mold,色,color,使用,use
やめる,stop,倍,double,もっとも,more,愛,love,蹴る,kick,部隊,unit
窓,window,直,direct,紅,red,いらっしゃる,they're here,斎,study,はじめて,start
不,impossible,めい,name,家族,family,注ぐ,pour,今度,this time,こいつ,this one
側,side,相手,other party,あるいは,or,ちがう,different,彼方,them,彼,he
仰る,you say,ほんと,really,氷,ice,右,right,づく,bring to a halt,隣,next to
指さす,point to,単純,simple,いわゆる,so to speak,発射,emit,ます,no way,探す,look for
じゃ,"okay, then",奴,slave,単に,simply,清,clear,緑,green,ふたつ,two
どく,when,柱,pole,擦る,rub,目立つ,conspicuous,ベル,bell,確か,make sure
ため息,sigh,なかなか,not quite,すう,number,やく,eventually,ごらん,look,一部,one part
怪しい,suspicious,付き,follow,格好,appearance,沙都子,satoko,暗い,dark,本気,real
裾,bottom,塔,tower,ふた,two,夫,husband,去る,leave,危険,dangerous
問題,problem,置く,place,魂,soul,詰,stuff,もっと,more,友人,friend
と共に,with,何故,why,遠慮,far,一応,once,ナイフ,knife,ちょっと,just a little
失う,lose,自由,freedom,加える,add,つかう,use,脚,legs,旅行,travel
少年,boy,喜び,rejoice,大きな,big,礼,thank you,いたす,have,働く,working
都,city,翌日,the next day,きく,hear,まずい,not goo,汗,sweat,戦闘,battle
四,four,神,god,奇妙,strange,移る,transfer,柄,pattern,乗る,get on
戸,door,静,quiet,集める,gather,いきなり,suddenly,犬,dogs,調査,investigation
ところ,where,完全,perfection,これら,these,懐,feelings,不意,uncertainty,面倒,tedious
外国,abroad,出す,go out,狭い,narrow,悲鳴,scream,はずす,take off,致す,be
夜,night,返事,return,可能,possible,枚,sheet,穂,ear,程,extent
見回す,look around,心配,worry,愛す,love,速度,speed,虫,bug,てる,can
例,example,ちらりと,a glimpse,中央,center,やさしい,easy,解放,release,約束,promise
せめて,at least,乱暴,rough,感情,feeling,たまる,accumulate,杏,apricot,そのまま,exactly
町,town,流れる,flow,冗談,joke,のる,take a ride,好い,good,なさる,shed
焼く,burn,文,culture,誰,who,望む,hope,掃除,cleaning,呟く,murmur
かぎり,as much as possible,にかけて,over (a period of time),警部,inspector,両,both,乳首,nipple,バカ,idiot
レンズ,lens,印象,impression,嘘,lie,やはり,as is expected,いっぱい,full,年生,year
たま,ball,雰囲気,atmosphere,文句,phrase,決して,never,唇,lips,解く,unravel
一瞬,a moment,調べる,check,勝手,win,訪れる,visit,停止,stop,近く,near
明かり,light,つながる,connect,ボタン,button,条,article,急ぐ,hurry,のむ,drink
私,me,となり,and,空気,air,梨,pear,から,from,故郷,home
かぐ,smell of something,部,part,遠坂,distant slope,森,forest,広げる,spread out,頬,cheek
出かける,go out,はるか,springtime,ふり,unexpectedly,秘,secret,やっと,finally,まわり,rotation
出来事,event,どうにか,somehow or other,二つ,two,我々,we,つづく,to continue,取る,take
たっぷり,plenty,狙う,aim,絶叫,scream,台,table,かむ,cover,嬉,happy
訪ねる,visit,遊び,play,感謝,appreciation,外す,outside,かぶる,share,眠る,sleep
父親,father,紙,paper,お前,you,自己,self,男女,man and woman,食堂,dining room
だらけ,full of,欲望,desire,達,reach,皿,plate,しか,only,居る,"to  stay, to be"
事件,incident,籠,basket,たす,too much,対,against,時々,sometimes,想像,imagination
ぶん,division,美人,beautiful people,光る,shining,見せる,show,重なる,heavy,市民,citizen
きれる,can be cut,一杯,full,降る,descend,ぶり,force,さま,various,見る,look
皮,skin,頭,head,余計,extra,世界,world,怒る,anger,毒,poison
分かる,understand,人間,human,たずねる,ask,もともと,original,すると,thereupon,その後,after that
木,tree,伯爵,count,やる,do,衝撃,impact,ガラス,glass,暗黒,dark
絶望,despair,失礼,excuse me,並ぶ,line up,橋,bridge,半ば,half,一般,general
など,etc.,不満,dissatisfaction,夫婦,husband and wife,背負う,back,戦い,fight,明らか,clear
変わる,change,喘ぐ,gasp,再び,again,動揺,motion,いただく,get,足りる,sufficient
地上,above ground,異様,unusual,鳥,birds,蜜,honey,下りる,go down,まわる,turn
特別,special,王,king,今年,this year,伊里,italy,意思,intention,犯人,perpetrator
だい,big,積む,stacked,後ろ,behind,持つ,hold,助ける,help,激しい,intense
ただし,however,何となく,somewhat,どう,how,まく,crawl,委員,commissioner,勝利,victory
混じる,mixed,都合,city,質問,question,少々,a little,ゲーム,games,グラス,glass
という,called,首,neck,求める,seeking,かつ,type,視線,gaze,飲む,drink
思える,think,ホテル,hotel,袖,sleeve,かかわる,be affected,差,point,住む,live
新しい,new,思いつく,think of,どの,which,上,up,限り,limit,鋭い,sharp
精神,spirit,お金,money,記憶,memory,いたる,get to,伊,italy,だけど,but
とともに,together with,息子,son,陣,camp,やみ,and then,板,board,薄,thin
歯,tooth,等,etc.,わる,bad,解決,solution,人物,people,ぼる,pile
叩く,beat,いく,how many,医師,doctor,さる,saru,ほとんど,most,あふれる,overflowing
眉,eyebrows,おろす,let me down,連絡,contact,攻撃,attack,連れる,be connected,らい,next
同士,same person,隙,gap,露,dew,立つ,stand,恥,shame,しら,spit
おもしろい,interesting,洗う,wash,喜ぶ,rejoice,最高,highest,勇,courage,好き,like
なぞ,riddle,頷く,nod,お父さん,father,味わう,taste,真剣,serious,大石,big stone
がら,glass,仲間,friends,甲板,deck,読む,read,まち,not yet,無理,impossible
隊長,commander,掛,hang,何だか,something,衛,guards,振る,shake,しかた,however
老人,old man,基地,base,拓,rub,しかし,but,行動,action,呪文,spell
性格,character,ほっと,relief,意,meaning,政治,politics,答え,answer,逢坂,osaka
服,clothes,鼻,nose,離す,leave,隙間,gap,はじまる,begin,残す,leave
帰る,return,底,bottom,わたし,me,一生,one life,掌,hand,どこか,where
後退,retreat,不安,uneasy,先生,teacher,変える,change,地獄,hell,女,woman
たとえば,for example,幸福,happiness,無,no,見つかる,find,技術,technique,契約,contract
それから,and then,庭,garden,むす,rather,肉体,flesh,杖,staff,同様,same
伸ばす,extend,綺麗,clean,だいぶ,type,つた,pile up,なくなる,disappear,父,father
気づく,notice,わざわざ,on purpose,だって,because,生,grow,きのう,yesterday,適当,appropriate
メートル,meter,自然,nature,貸す,lend,そうした,i did,方向,direction,すべて,all
勝負,victory or defeat,先,ahead,について,about,最近,most recent,立ち上がる,stand up,売る,sell
出発,departure,これ,this,祥子,sachiko,エンジン,engine,霧,fog,後,behind
入口,entrance,友達,friend,あげる,give,どうせ,i don't know,位,position,部分,part
黒,black,牙,tusk,捨てる,discard,近所,near,裏,back,塗る,paint
噂,rumor,矢代,yashiro,道,road,階段,stairs,法,law,聞く,hear
七,seven,説明,explain,金属,metal,うし,question,とく,and when,年齢,age
決まる,decide,来,coming,判る,i know,ころ,around,快感,pleasant feeling,起きる,get up
馬車,carriage,勇気,courage,なお,in addition,恋人,lover,宿,home,階級,grade
記録,record,じゅう,gun,自ら,self,監視,supervision,スリル,thrill,必死,desperate
あたし,i,転がる,roll,長門,long gate,隊員,member of a team,正確,accurate,捜査,search
どれ,how much,兄弟,brother,助,help,楽,raku,線,line,雪,snow
すでに,already,派,showy,降下,descend,掘る,digging,傷,wound,そいつ,that one
簡単,easy,いや,no,可愛い,cute,兄ちゃん,brother,突く,poke,やって来る,he's coming
現れる,appear,めぐる,around,迫る,approach,聞える,hear,嬢,girl,証明,proof
馬,horse,位置,position,生じる,be born,として,as (in the capacity of),こんど,this time,ふたり,two
今回,this time,条件,conditions,いい,good,千,thousand,時刻,time,震わせる,shake
それに,besides,確信,certainty,理解,understanding,腹,abdomen,見物,watch,そんなに,so much
湯,hot water,前後,front back,歌う,sing,弁当,lunch,相談,consultation,尋ねる,ask
田舎,countryside,医者,doctor,押さえる,hold down,落とす,drop,任務,mission,あがる,meet
兵士,soldiers,嫌い,dislike,その,that,はつ,start,ぐらい,about,多い,many
何処,where,かねる,cup,満足,satisfaction,店,store,発す,emit,絵,picture
変,change,通信,communicate,違う,different,決心,determination,もと,originally,通す,through
すか,number,米,rice,社,company,家,house,集中,concentrate,出来る,i can do it.
力,force,突然,sudden,運転,driving,情報,information,迷惑,annoy,遅れる,slow down
本人,real person,次,next,商売,business,心理,psychology,どっち,which,飛ばす,fly
相変わらず,as usual,あれ,that,下着,get down,違い,difference,貫く,pierce,それとも,"or, or else"
葉,leaf,指揮,command,泥,mud,輝,shine,からだ,body,とも,both
明るい,bright,偶然,accidental,じん,jin,助け,help,撃つ,shoot,勘,intuition
王国,kingdom,斬る,cut,恐れる,fear,先端,tip,際,edge,戻る,return
爪,claw,吉,good,ベッド,bed,妹,sister,朱,red,制服,uniform
年,year,要求,demand,官,government,尻,tail,つまる,clogged,そして,and there
ひそめる,hide,熱,heat,さまざま,various,きれい,clean,沈黙,silence,北村,north village
ぼく,me,による,"due to, by means",棒,stick,身体,body,発,emit,姿,appearance
祐,yu,追う,chase,顔色,complexion,思ふ,think,馬鹿,idiot,式,ceremony
実際,actually,どんなに,how much,蛇,snake,守,protect,染める,dye,紹介,introduction
成る,become,みょう,see,見える,see,たた,many,落ち着く,settle down,寄る,come to
組織,organization,系,system,さて,well,奥さん,mistress,疑問,doubt,こと,thing
門,gate,恐ろしい,horrible,虎,tiger,足元,footsteps,生命,life,朝,morning
きこえる,hearing,役に立つ,helpful,確かめる,make sure,秘密,secret,梨花,pear and flower,いる,"exist, need"
