W1,R1,T1,W2,R2,T2,W3,R3,T3,W4,R4,T4
大胆,だいたん,"boldness, daring",通知,つうち,notification,バス,バス,bus,仲良し,なかよし,"good friend, chum"
調和,ちょうわ,"harmony, agreement",ちぎる,ちぎる,"tear, tear off",あちら,あちら,way over there,仲直り,なかなおり,"reconciliation, making up"
夕暮れ,ゆうぐれ,"evening, twilight",掲示,けいじ,"notice, bulletin",あなた,あなた,you,仲,なか,personal relationship
墓地,ぼち,"graveyard, cemetery",載る,のる,appear in print,出口,でぐち,"exit, exit ramp",仲間,なかま,"comrade, peer"
茎,くき,stem,積極的,せっきょくてき,"positive, active",ハンカチ,ハンカチ,handkerchief,処理,しょり,"management, process"
沿岸,えんがん,"coast, shore",積む,つむ,"pile up, accumulate",先週,せんしゅう,last week,占める,しめる,"occupy, hold"
犠牲,ぎせい,sacrifice,面積,めんせき,"area, square measure",男の子,おとこのこ,"boy, baby boy",独身,どくしん,"single life, celibacy"
悪,あく,"evil, badness",どうしても,どうしても,"by any means, really",家,いえ,"house, home",出身,しゅっしん,"come from, origin"
憎しみ,にくしみ,"hatred, enmity",通訳,つうやく,interpreting,山,やま,mountain,身長,しんちょう,"stature, height"
日の丸,ひのまる,"Rising Sun Flag, Japanese flag",申し訳ない,もうしわけない,"sorry, inexcusable",青い,あおい,blue,心身,しんしん,mind and body
名簿,めいぼ,"registry, name list",申し訳,もうしわけ,"excuse, apology",暗い,くらい,"dark, dreary, shadowy",身,み,"body, one's own person"
自己,じこ,"oneself, self",誤り,あやまり,"error, mistake",東,ひがし,"east, eastern",中身,なかみ,"content, interior"
悩み,なやみ,"troubles, worries",誤解,ごかい,misunderstanding,北,きた,north,自身,じしん,self
小児科,しょうにか,pediatrics,修正,しゅうせい,"correction, revision",向こう,むこう,"the other side, the other party, opponent",全身,ぜんしん,the whole body
妊娠,にんしん,"pregnancy, conception",需要,じゅよう,demand,パーティー,パーティー,party,独立,どくりつ,"independence, self-reliance"
姓名,せいめい,full name,以後,いご,"from now on, after that",ノート,ノート,"note book, laptop",独特,どくとく,"peculiarity, uniqueness"
眼科,がんか,ophthalmology,気付く,きづく,"notice, become aware of",毎朝,まいあさ,every morning,独り言,ひとりごと,"soliloquy, monologue"
近眼,きんがん,"nearsightedness, shortsightedness",学力,がくりょく,"scholastic performance, academic ability",バター,バター,butter,努力,どりょく,"endeavor, effort"
快い,こころよい,"pleasant, agreeable",印,しるし,"mark, symbol",スプーン,スプーン,spoon,努める,つとめる,"endeavor, make efforts, try hard"
催す,もよおす,"feel, experience",追い付く,おいつく,"overtake, catch up with",そば,そば,"buckwheat noodles, soba",意志,いし,"will, volition"
膨れる,ふくれる,"expand, fill up",思い付く,おもいつく,"think of, hit upon",パン,パン,bread,希望,きぼう,"hope, wish"
眠たい,ねむたい,sleepy,付き合い,つきあい,"friendship, association",テレビ,テレビ,television,失望,しつぼう,"disappointment, loss of hope"
同封,どうふう,enclosure,近付ける,ちかづける,bring close,ニュース,ニュース,news,望む,のぞむ,"desire, hope"
封,ふう,"seal, sealing",金属,きんぞく,metal,ゆっくり,ゆっくり,slowly,望み,のぞみ,"desire, hope"
圧力,あつりょく,pressure,属する,ぞくする,"belong to, be one of",英語,えいご,English,指導,しどう,"guide, lead"
心掛ける,こころがける,"bear in mind, try",ポスター,ポスター,poster,休み,やすみ,"rest, holiday, absence",誘う,さそう,"invite, ask out"
寄り掛かる,よりかかる,lean against something,反省,はんせい,"reflection, repentance",電話,でんわ,"telephone, phone call",透き通る,すきとおる,be transparent
措置,そち,"measure, step",省く,はぶく,"omit, dispense with",電気,でんき,"electricity, electric light",透明,とうめい,transparent
控える,ひかえる,"hold back, show moderation",省略,しょうりゃく,"omission, abbreviation",開く,あく,open,優秀,ゆうしゅう,"excellent, exceptional"
差し出す,さしだす,"submit, stretch out",略す,りゃくす,"abbreviate, omit",ゼロ,ゼロ,zero,優れる,すぐれる,"be superior to, be fine"
各種,かくしゅ,"each kind, various",記念,きねん,"commemoration, memory",車,くるま,car,優勝,ゆうしょう,"victory, championship"
指揮,しき,"command, initiative",物質,ぶっしつ,"matter, substance",地図,ちず,"map, atlas",女優,じょゆう,actress
定年,ていねん,mandatory retirement age,含める,ふくめる,include,止まる,とまる,"come to a stop, cease",程度,ていど,"degree, extent"
遂げる,とげる,"accomplish, achieve",含む,ふくむ,"contain, include",川,かわ,"river, stream",過程,かてい,"process, course"
栽培,さいばい,"cultivation, raising",順調,じゅんちょう,"favorable condition, smooth progress",海,うみ,"sea, ocean",日程,にってい,"program, schedule"
警戒,けいかい,"vigilance, precaution",順,じゅん,"order, sequence",七,しち,seven,課程,かてい,"course, curriculum"
敏感,びんかん,sensitive,順番,じゅんばん,"order, turn",銀行,ぎんこう,bank,先程,さきほど,"some time ago, a little while ago"
後悔,こうかい,regret,五十音,ごじゅうおん,Japanese syllabary,牛肉,ぎゅうにく,beef,程,ほど,"extent, limit"
俺,おれ,"I, me",道順,みちじゅん,"route, itinerary",グラム,グラム,gram,射す,さす,shine on
反感,はんかん,"ill feeling, antipathy",順序,じゅんじょ,order,魚,さかな,fish,感謝,かんしゃ,"gratitude, thanks"
一部分,いちぶぶん,"part, portion",逆,ぎゃく,"reverse, inverse",野菜,やさい,vegetable,礼,れい,"bow, courtesy"
本気,ほんき,"seriousness, earnestness",逆らう,さからう,"disobey, go against",八百屋,やおや,"vegetable store, greengrocer",札,さつ,"bill, paper money"
偏見,へんけん,"prejudice, biased view",逆さ,さかさ,"reverse, inversion",お茶,おちゃ,tea (polite),改札,かいさつ,ticket gate
審議,しんぎ,"deliberation, consideration",前進,ぜんしん,advancement,レストラン,レストラン,restaurant,膨らむ,ふくらむ,"expand, swell"
資産,しさん,"property, assets",行列,ぎょうれつ,"queue, line",作文,さくぶん,"composition, essay",昇る,のぼる,"rise,"
非難,ひなん,"criticism, blame",列車,れっしゃ,train,ストーブ,ストーブ,"paraffin heater, stove",抜ける,ぬける,"come out, leave"
臨む,のぞむ,be present at,縦,たて,"lengthways, vertical",階段,かいだん,"steps, flight of stairs",抜く,ぬく,pull out
内閣,ないかく,cabinet,列島,れっとう,archipelago,ちょうど,ちょうど,"just, as if",越える,こえる,"go over, go across, go beyond"
分裂,ぶんれつ,"division, split",列,れつ,"row, line",夏休み,なつやすみ,summer vacation,追い越す,おいこす,"outrun, overtake"
衰える,おとろえる,"weaken, decline",実例,じつれい,"example, instance",プール,プール,pool,乗り越し,のりこし,riding past one's stop
振り返る,ふりかえる,"turn one's head, turn round",例外,れいがい,exception,外,そと,"outside, open air",越す,こす,"go over, surmount"
惜しむ,おしむ,"grudge, regret",例える,たとえる,"compare, liken",コート,コート,court,超過,ちょうか,excess
復活,ふっかつ,"revival, rebirth",余り,あまり,"remainder, leftover",女の子,おんなのこ,"girl, daughter",伸びる,のびる,"stretch, grow"
焦る,あせる,"feel pressured, feel hurried",余計,よけい,"excess, needless",交番,こうばん,police box,伸ばす,のばす,"stretch, straighten"
英雄,えいゆう,hero,余分,よぶん,"excess, extra",番号,ばんごう,"number, serial number",縮小,しゅくしょう,"reduction, curtailment"
山脈,さんみゃく,mountain range,あいにく,あいにく,unfortunately,ボールペン,ボールペン,ballpoint pen,縮める,ちぢめる,"contract, shorten"
獲得,かくとく,acquisition,下車,げしゃ,"get off, stopover",南,みなみ,south,縮む,ちぢむ,"shrink, contract"
名称,めいしょう,name,用途,ようと,"use, service",初めて,はじめて,for the first time,迫る,せまる,"press, close in on, be imminent"
秩序,ちつじょ,"order, method",中途,ちゅうと,halfway,朝御飯,あさごはん,breakfast,気圧,きあつ,atmospheric pressure
驚き,おどろき,"surprise, amazement",障害,しょうがい,"obstacle, disorder",持つ,もつ,"maintain, last long",薄暗い,うすぐらい,"gloomy, dim"
卑しい,いやしい,"mean, greedy",削除,さくじょ,"deletion, elimination",マッチ,マッチ,"match, matchbox",薄める,うすめる,"thin, dilute"
浜辺,はまべ,"beach, seashore",既に,すでに,"already, previously",有名,ゆうめい,famous,漁業,ぎょぎょう,fishing industry
決勝,けっしょう,"final, final game",事態,じたい,"situation, state of affairs",生徒,せいと,"pupil, student",濃い,こい,"thick, concentrated, dark-colored"
頑固,がんこ,"stubborn, obstinate",深刻,しんこく,"serious, grave",来月,らいげつ,next month,農業,のうぎょう,agriculture
到達,とうたつ,"arrival, attainment",時刻,じこく,"time, hour",クラス,クラス,class,農民,のうみん,"peasants, farmers"
勢力,せいりょく,"influence, power",締め切る,しめきる,"close, fix a deadline",風,かぜ,wind,農家,のうか,farmhouse
青春,せいしゅん,youth,教養,きょうよう,"culture, education",ボタン,ボタン,button,農村,のうそん,"farm village, agricultural community"
創立,そうりつ,"establishment, organization",休養,きゅうよう,"rest, recreation",何,なん,"what, which",模様,もよう,"pattern, design"
演じる,えんじる,"perform, play",バランス,バランス,balance,問題,もんだい,"problem, question",砂漠,さばく,desert
罰,ばつ,"punishment, penalty",表情,ひょうじょう,"expression, look",便利,べんり,"convenience, handiness",塩辛い,しおからい,salty
強烈,きょうれつ,"intense, severe",豊か,ゆたか,"abundant, ample",シャツ,シャツ,shirt,幸福,こうふく,"happiness, good fortune"
獣,けもの,"beast, brute",豊富,ほうふ,"abundant, plentiful",ペン,ペン,pen,不幸,ふこう,"unhappiness, misfortune, bereavement"
無駄遣い,むだづかい,wasting money,正,せい,"right, positiveness",郵便局,ゆうびんきょく,post office,幸せ,しあわせ,"happiness, good fortune"
駆ける,かける,"gallop, run quickly",苦しむ,くるしむ,"suffer, be troubled",ナイフ,ナイフ,knife,幸運,こううん,"good fortune, good luck"
駆け足,かけあし,"gallop, run",苦情,くじょう,"complaint, grievance",切手,きって,postage stamp,幸い,さいわい,"happiness, good fortune"
沸騰,ふっとう,boiling,苦痛,くつう,"pain, agony",切符,きっぷ,ticket,辛い,つらい,"difficult, harsh"
見渡す,みわたす,look out over,苦労,くろう,"difficulty, hardship",カレンダー,カレンダー,calendar,甘やかす,あまやかす,"be indulgent to, spoil"
びっしょり,びっしょり,soaked,義務,ぎむ,"duty, obligation",外国人,がいこくじん,foreigner,貧しい,まずしい,"poor, needy"
軸,じく,axis,連続,れんぞく,"continuation, succession",雨,あめ,rain,困難,こんなん,"difficulty, hardship"
合唱,がっしょう,chorus,労働,ろうどう,"labor, toil",雪,ゆき,"snow, snowfall",苦労,くろう,"difficulty, hardship"
結晶,けっしょう,crystallization,因る,よる,"be caused by, be due to",エレベーター,エレベーター,elevator,労働,ろうどう,"labor, toil"
人格,じんかく,"character, personality",困難,こんなん,"difficulty, hardship",ホテル,ホテル,hotel,苦しい,くるしい,"painful, difficult"
勇敢,ゆうかん,"brave, heroic",甘やかす,あまやかす,"be indulgent to, spoil",夕方,ゆうがた,evening,苦手,にがて,"person that is hard to deal with, weak point"
励ます,はげます,"encourage, urge",辛い,つらい,"difficult, harsh",コート,コート,"coat, jacket",苦しむ,くるしむ,"suffer, be troubled"
露,つゆ,"dew, dewdrop",幸運,こううん,"good fortune, good luck",そちら,そちら,"there, that way",苦情,くじょう,"complaint, grievance"
