Words,Reading,Meaning,Type,S1,S2,T1,T2,T3,S3,W1,W2,W3
みたい,,Seems to have been…,,じょんさんは恣意ごとを辞めたみたいです,,The sale might have been until yesterday,,⚭ Vplain-past + mitai desu,,,,
えます,,I can,,ギターが弾けます,,I can play the guitar,,⚭ Vpot ,,,,
ようになる,,To be able to,,まいにちれんしゅうすれば、およげるようになります,,"If you practice everyday, you'll eventually be able to swim",,⚭ Vpot + you ni naru ,,,,
ようになりました,,I became able to,,漢字が読めるようになりました,,I became able to read kanji,,⚭ Vpot + you ni narimashita,,,,
えます,,Can be seen / heard,,ここから富士山が見えます,,I can see Mount Fuji from here,,⚭ Vpot,,,,
はず,,Should Verb (expectation),,部長はまだ会議室にいるはずです,,The manager should still be in the meeting room,,⚭ Vplain + hazu desu,,,,
ので,,Since / Because,,仕事が遺書がしのでレッスンを休みます,,I'll miss the lesson because  I’m busy at work,,⚭ Vplain + node,,,,
かどうかわからない,,I don’t know whether or not to,,JLPT　を受けるかどうかわかりません,,I don't know If I’ll take the JLPT or not,,⚭ Vplain + kadouka wakaranai,,,,
かどうか決めていない,,I haven’t decided whether or not to,,近藤さんの送別会に行くかどうかまだ決めていません,,I haven’t  decided if I’ll go to Kondo-san’s farewell party,,⚭ Vplain + kadouka kimeteinai  ,,,,
かどうか覚えていない,,I don’t remember whether or not,,出かける前に鍵をかけましたかどうか覚えていない,,I don't remember  whether or not I locked the door before leaving,,⚭ Vplain + kadouka oboeteinai  ,,,,
かわからない,,I don't know (what / where / who),,何時に来るか分からない,,I don't know what time she will come,,⚭ Vplain + ka wakaranai ,,,,
か決めていません,,I haven’t decided to (yet) (QW),,いつ帰るかまだ決めていません,,I haven’t decided yet when to go back,,⚭ Vplain + ka (mada) kimeteimasen,,,,
か覚えていません,,I don’t remember (QW),,ここまでどうやって来ましたか覚えていません,,I don’t remember how we arrived here,,⚭ Vplain + ka oboeteimasen　,,,,
てみる,,Try to,,自分で作ってみます,,I’ll try to make it myself,,⚭ Vte + miru/mimasu ,,,,
ておく,,Do in advance,,予約しておきます,,I'll make the reservation (in advance),,⚭ Vte + oku/okimasu  ,,,,
ている,,Has been -ing,,桜が咲いています,,The cherry blossoms are booming,,⚭ Vte + iru/imasu,,,,
てしまいました,,"Ended up, Unfortunately doing, Completely done",,財布を落としてしました,,"Unfortunately, I dropped my wallet",,⚭ Vte + shimaishita,,,,
ちゃった,,"Ended up, Unfortunately doing, Completely done",,食べちゃった,,I ate it,,⚭ chatta/jatta ,,,,
えば,,Conditional,,タクシーに乗れば、間に合います,,You can make if if you take a taxi,,⚭ Vconditional,,,,
えばよかった,,I should / must / have to,,もっと勉強すればよかった,,I should have studied harder,,⚭ Vconditional + yokatta,,,,
えばいいですか,,How / when / what should I ,,どうやって注文すればいいですか,,How should I order,,⚭ Vconditional + ii desu ka,,,,
あげる,,I give…,,私は友達にDVDをあげました,,I gave my friend the DVD,,⚭ ageru,,,,
くれる,,Gives me …,,友達が私にお菓子をくれました,,My frend gave me  snacks,,⚭ kureru ,,,,
もらう,,I receive…,,友達に映画のチケットをもらいました,,I got tickets to the movies from my friend,,⚭ morau ,,,,
てあげる,,I do (to someone),,私は友達に英語教えてあげました,,I taught my friend English,,⚭ Vte + ageru  ,,,,
てくれる,,Someone do (to me),,友達が私に日本語教えてくれました,,My friend taught me Japanese,,⚭ Vte + kureru ,,,,
てもらう,,I have someone do,,友達に宿題を手伝ってもらいました,,I had my friend help me with my homework,,⚭ Vte + morau ,,,,
おうと思っている,,I am thinking of…,,今週は行こうと思っています,,I am thinking of going this week,,⚭ Vvol + to omotteiru ,,,,
おうと思ったら,,When I tried to do …,,予約しようと思ったら、いっぱいでした,,"When I tried to make a reservation, it was fully booked",,⚭ Vvol + to omottara,,,,
おう,,Volitional,,外に行きましょうか・外に行こう,,Shall (we) go outside,,⚭ Vvol,,,,
られる,,Passive,,ポリッジが誰かに食べられた,,The porridge was eaten by somebody,,⚭ Vneg-stem + reru/rareru → Vpass,,,,
させる,,Causative ( Let / Made someone),,先生が学生に宿題をたくさんさせた,,Teacher made students do lots of homework,,⚭ Vcau,,,,
させてあげる,,Causative ( I let someone),,私は田中さんに運転させてあげる,,I let Mr. Tanaka to drive,,⚭ Vcau + ageru ,,,,
させてくれる,,Causative ( Someone let me),,田中さんは私に運転させてくれる,,Mr. Tanaka let me drive,,⚭ Vcau + kureru ,,,,
させてもらう,,Causative ( I have/had someone let me),,私は田中さんに運転させてもらう,,I have Mr. Tanaka to let me drive,,⚭ Vcau + morau ,,,,
させられる,,Causative-Passive,,朝ご飯は食べたくなかったのに、食べさせられた,,"Despite not wanting to eat breakfast, I was made to eat it",,⚭ Vcau + morau ,,,,
とき,,When,,母は本を読むとき、めがねをかけます,,My mother wears glasses when she reads.,,⚭ Vplain + toki,,,,
ながら,,While,,わたしはいつも料理の本を見ながら料理を作ります,,I always cook from a cookbook.,,⚭ Vnoun-stem + nagara,,,,
あいだ,,Throughout the time,,わたしは夏の間、ずっと北海道にいました,,I've been in Hokkaido for the whole summer.,,⚭ Vru・Vteiru + aida ni,,,,
あいだに,,"During, When",,夏休みの間に引っ越ししたいです,,I want to move during the summer vacation.,,⚭ Vru・Vteiru + aida ni,,,,
ところだ,,"About to, In the midst of, Just",,時刻は間もなく３時になるところです,,It's almost three o'clock in the morning.,,⚭ Vru・Vteiru・Vta・Vteita + tokoro da,,,,
おり（に）,,Whenever there is an occasion,,このことは今度お目にかかった折に詳しくお話しいたします,,I'll tell you more about this the next time we see each other.,,⚭ Vplain + ori (ni),,,,
さい（に）,,"When, On the occasion of",,非常の際はエレベーターを使わずに、階段をご利用ください,,"In case of emergency, please use the stairs instead of the elevator.",,⚭ Vplain + sai (ni),,,,
にあたって,,On the occasion of,,研究発表をするにあたってしっかり準備をすることが必要だ,,You need to be well prepared to present your research.,,⚭ Vru + ni atte,,,,
うちに,,Before you know it,,今は上手に話せなくても練習を重ねるうちに上手になります,,"You may not be able to speak well now, but you will get better as you practice.",,⚭ Vru・Vteiru + uchi ni,,,,
さいちゅう（に）,,In the middle of,,彼女はきゅうりを切っている最中だった,,She was in the middle of cutting cucumbers.,,⚭ Vteiru + saichuu (ni),,,,
つつ,,While,,電車に揺られつつ、２時間ほどいい気持ちで眠った,,He slept for about two hours with a good feeling while being rocked by the train,,⚭ Vnoun-stem + tsutsu,,,,
とき,,When,,地震のときは、すぐに火を消しなさい,,"During an earthquake, put out the fire immediately.",,⚭ Vplain + toki,,,,
ながら,,While,,発音のテープを聞きながら、日本語の勉強をした,,I studied Japanese while listening to a pronunciation tape.,,⚭ Vnoun-stem + nagara,,,,
あいだ,,Throughout the time,,両親が旅行をしている間、ぼくが毎日食事を作りました,,"While my parents were traveling, I cooked meals for them every day",,⚭ Vru・Vteiru + aida,,,,
あいだに,,"During, When",,暇な間に本だなをかたづけてしまおう,,Cleaning out the bookshelf in my spare time,,⚭ Vru・Vteiru + aida ni,,,,
ところだ,,"About to, In the midst of, Just",,ご飯を食べているところに電話がかかってきた,,I was eating when I got a phone call.,,⚭ Vru・Vteiru・Vta・Vteita + tokoro,,,,
おり（に）,,Whenever there is an occasion,,このことは今度お目にかかった折に詳しくお話しいたします,,I'll tell you more about this the next time we see each other.,,⚭ Vplain,,,,
さい（に）,,"When, On the occasion of",,国を出る際に、友人、知人からたくさんのお金を借りたのです,,"When I left the country, I borrowed a lot of money from friends and acquaintances.",,⚭ Vplain,,,,
にあたって,,On the occasion of,,研究発表をするにあたって、しっかり準備をすることが必要だ,,I need to be well prepared to present my research.,,⚭ Vru,,,,
うちに,,Before you know it,,ふと外を見ると、気がつかないうちに雨が降り出していた,,"I looked outside, and before I knew it, it started to rain.",,⚭ Vru・Vteiru・Vnai,,,,
さいちゅう（に）,,In the middle of,,今考えごとをしている最中だから、少し静かにしてください,,"I'm in the middle of thinking, so please be a little quiet.",,⚭ Vteiru,,,,
つつ,,While,,山に登りつつ、人は人生についてさまざまなことを考える,,"While climbing a mountain, one thinks a lot about life.",,⚭ Vns,,,,
まえに,,Before,,食事の前に手を洗いましょう,,Let's wash our hands before we eat.,,⚭ Vru,,,,
あとで,,After,,食事の後で、少し散歩しませんか,,"After dinner, why don't we take a short walk?",,⚭ Vta,,,,
て,,Then,,電気を消して、部屋を出ます,,Turn off the lights and leave the room.,,⚭ Vte,,,,
てから,,After,,この仕事をぜんぶやってからビールを飲みます,,"After all this work, I'll have a beer.",,⚭ Vte,,,,
てから,,Since,,わたしが日本に来てから、もう４年たちました,,It's been four years since I came to Japan.,,⚭ Vte,,,,
たばかりだ → Vta.+,,"Just finished, Just did",,今うちに帰ってきたばかりなのでもう見ましたか,,"I've just come back home, have you seen it yet?",,⚭ Vta,,,,
たら → Vta.+,,After,,夏休みになったら、国へ帰ります,,I'm going back to my country after the summer vacation.,,⚭ Vta,,,,
うちに,,While,,独身のうちに、いろいろなことをやってみたいです,,I want to do a lot of things while I'm still single.,,⚭ Vru・Vnai,,,,
にさきだって,,"As a precursor to, Before",,出発に先立って、大きい荷物は全部送っておきました,,"Before I left, I sent all my large luggage.",,⚭ Vru,,,,
たとたん（に）,,"At the very moment, As soon as",,ずっと本を読んでいて急に立ち上がったとたん、めまいがしました,,I was reading a book for a long time and suddenly I got up and felt dizzy.,,⚭ Vta,,,,
とともに,,"At the same time, Together with",,ベルが鳴るとともに、子どもたちはいっせいに運動場へ飛び出した,,"When the bell rang, the children ran out into the playground at once.",,⚭ Vru,,,,
とおもうと,,"No sooner than, Just when",,急に空が暗くなったかと思うと、激しく雨が降り始めた,,"Suddenly, the sky darkened and it began to rain heavily.",,⚭ Vta,,,,
か〜ないかのうちに,,"Just barely when, As soon as",,授業が終わるか終わらないかのうちに彼は教室を出た,,He left the classroom before the end of the class.,,⚭ Vru・Vnai・Vta,,,,
しだい,,"As soon as, the moment that",,スケジュールが決まり次第、すぐ知らせてください,,Please let me know as soon as you have a schedule.,,⚭ Vnn,,,,
てからでないと,,Not until after,,野菜を生で食べるなら、よく洗ってからでないと、農薬が心配だ,,"If you are going to eat vegetables raw, you should wash them well before you eat them, otherwise you will be worried about pesticides.",,⚭ Vte,,,,
てはじめて,,"It is/was not until..that, Only after",,入院してはじめて健康のありがたさがわかりました,,It was only after I was hospitalized that I realized how much I appreciate my health.,,⚭ Vte,,,,
うえで,,After having,,詳しいことはお目にかかった上で、説明いたします,,I will explain the details to you when I see you.,,⚭ Vta,,,,
ていらい,,Ever since,,大学を卒業して以来、田中さんには１度も会っていません,,I haven't seen Mr. Tanaka since I graduated from college.,,⚭ Vte,,,,
てからは,,Ever since,,先月、禁煙してからは、１度もたばこを吸っていません,,"Since I quit smoking last month, I haven't had a cigarette.",,⚭ Vte,,,,
