W1,T1,W2,T2,W3,T3,W4,T4,W5,T5
憎悪を感じる,feel hatred,優秀な学生,excellent student,迷信する,superstitious,祈念する,pray for success,実像,real image
悪魔,demon,優勝する,winners,通信する,to communicate,祈り,pray,欲望,desire
悪い,bad,優先席,preferred seat,確信する,confidence,祈祷する,pray,食欲がある,a person has an appetite
悪戯,mischief,俳優,actors,人を疑う,doubting people,子の幸せを願う,pray for the happiness of your child,欲張り,greed
意地悪,mean,優美な舞踊,graceful dance,疑わしい話,suspicious talk,願いがかなう,to have a wish come true,意欲,willingness
悪化,evil,頭が良い,good head,疑問を持つ,have doubts,強い願望を持つ,have a strong desire,平和を求める,desire for peace
悪夢,nightmares,気分が良くない,not feeling well,事件の容疑者,suspect in a case,入学願書,application for admission,求人する,seek a job
海の幸,seafood,良書,good book,疑問符,question mark,お願いします,i beg you,求職する,seeking a job
幸せな家庭,happy family,良心が咎める,my conscience is troubled,ばらの花が香る,smell of roses,請願する,to petition,要求する,demand
幸運,good luck,結果は良好,good results,お茶の香りがする,smells like tea,志願する,apply,追求する,pursue
不幸,unhappiness,仲良し,good friends,香水,perfume,悲願する,make a plea,欲求する,desire
幸福,good fortune,良識,good sense,お線香,incense,出願する,apply,探求する,explore
幸い,happiness,良し悪し,good or bad,香辛料,spices,神を信じる,trust god,請求する,request
幸福な人生,happy life,天気が悪い,weather is bad,香ばしい,fragrant,人を信用する,trust in people,請求書,invoice
結婚を祝福する,blessing marriage,中和曲線,neutralizing curve,個別,individual,決定する,decide,私事,private affairs
福祉,welfare,和解する,reconcile,別居,separate,決して負けない,never lose,私立大学,private university
裕福,wealth,和牛,wagyu,別人,separate people,解決する,resolve,私鉄,private railway
社会福祉,social welfare,和室,japanese room,識別,identification,判決する,decide,私用,"personal use, private business"
至福,bliss,父と別れる,separation from father,別問題,different problems,決断する,decide,私物,private property
風が和らぐ,ease of the wind,別れ,farewell,選別する,sort out,多数決,majority rule,私有財産,private property
和やかな雰囲気,harmonious atmosphere,特別,special,大別する,sort by major,決まり,decide,講師の別,by lecturer
心が和む,peace of mind,区別,separation,戸別訪問,go door to door,可決する,pass,一個,one piece
平和,peace,送別会,farewell party,決別する,break up,決意する,decide,数個,several
和服,japanese clothes,別々,separation,別館,separate building,対決する,vote,個人の自由,personal freedom
和尚,harmony,差別,discrimination,分別する,separate,議決する,vote,個々の問題,individual issues
調和する,harmonize,別荘,separate villa,予定が決まる,make a plan,決算する,settle,個性がある,individuality
声を和らげる,soothes the voice,別に,separate,決心する,make up your mind,否決する,vote no,他人,others
温和な気候,mild climate,格別,separate,決勝戦,final,採決する,vote,他方,the other
彼女,her,頭文字,first letter,残額,remaining amount,始発,beginning,会議が終了する,end of meeting
身の回り,around us,先頭,first,多額,large amount,終始,beginning and end,終電,last train
身近な,familiar,一頭,one head,総額,total amount,始末する,starting,終点,last stop
身代わり,substitute,頭痛,headache,練習を始める,start practicing,後始末,post-processing,最終,last train
中身,inside,頭上注意,attention on head,新学期が始まる,start a new semester,手始め,beginning,終日,end of day
身体,body,額の汗,sweat on forehead,試合を開始する,start a game,不始末,mismanagement,終結する,end of the day
身長,height,絵を額に入れる,picture in a frame,年末年始,year-end and new year,始動する,starting,終値,end value
自分自身,myself,金額,amount of money,原始,beginning,夏休みが終わる,end of summer vacation,終盤,endgame
頭がいい,smart,差額,balance,始終,beginning and end,一生を終える,end of a lifetime,終局,endgame
著書,book,夕刊,evening edition,気絶する,faint,拒絶反応,rejection,絶滅する,to become extinct
著者,authors,日刊紙,daily newspaper,絶交する,abort,絶頂,climax,絶えず,constantly
古典文学の名著,famous works of classical literature,週刊誌,weekly magazine,絶え間なく,ceaseless,絶好,climax,絶望する,despair
著名な作品,notable works,創刊号,first issue,絶好調,ceaseless,中絶する,abort,拒絶する,reject
著作権を有する,copyrighted,本を著す,write a book,朝刊,morning edition,絶大,extinction,途絶える,cease to exist
勉強をする,study,著しい進歩,significant progress,本が刊行させる,have a book published,根絶する,eradicate,断絶する,discontinue
勉学に励む,studying hard,勤勉な青年,an industrious young man,猛勉強をする,study hard,勉強不足,insufficient study,基底,"base, basis, foundation"
半日,half day,享楽,enjoyment,際限,"limits, end",弱い,weak,磨き上がる,polish up
有料,"fee-charging, paid",知人,acquaintance,最小限,minimum,富,wealth,縮れ上がる,shrinking
有害,harmful,寄付,contribution,最大限,maximum,裕福,wealthy,漉き込む,strain
庭,garden,日光浴をする,to do some sunbathing,見限る,to give up on,武器,weapon,縫い上げる,sew up
七夕,star festival,会費,membership fee,有効期限,term of validity,切る,wear,突き上がる,rise to the top
食料,food,腹が立つ,to take offense,提出期限,deadline,天気,weather,積み込む,load up
夜中,middle of the night,右折禁止,no right turn,今昔,past and present​,結婚式,wedding,燃え上がる,burst into flames
海水,sea water,親鳥,parent bird,古昔,ancient times,週,week,写り込む,appear in
関節,joints,不注意,carelessness,昔時,old times,週末,weekend,縮み上がる,shrink
助ける,"to save, to help",簡単な上に,on top of being easy,貿易,trade (foreign),毎週,weekly,運び込む,carry in
海上,on the sea,人気,popularity,易しい,"easy, plain, simple",計量する,weigh,折り込む,fold in
空,sky,壊れる,break,容易,"easy, plain, simple",重さ,weight,這い上がる,crawl up
総数,total number,免税店,a duty free shop,安易,"easy, simple",ようこそ,welcome,震え上がる,tremble up
一周,round the clock,要注意,need for caution,交易,"trade, commerce",福祉,welfare,背負い込む,carry on one's back
演劇,theater,客,guest,易い,easy,良い,well,釣り上がる,be lifted up
種目,"item, species",指,finger,容易い,"easy, simple, light",行った,went,咳込む,cough
氏名,full name,傷付ける,to injure,辟易,to be fed up (with),そうだった,were,跳ね上がる,spring up
誰か,somebody,市街地,a built-up area,平易,"easy, plain, simple",西,west,調べ上げる,research up
眠い,sleepy,お菓子,sweets,簡易,"simplicity, easiness",西部,western,織り上げる,weave up
芋,potato,証言により,base on the testimony,貿易会社,trading company,濡れた,wet,研ぎ上がる,be sharpened up
全身,whole body,文系,humanities,貿易赤字,trade deficit,何,what,積み上がる,pile up
死亡率,death rate,並み,similar,貿易収支,trade balance,なんでもいい,whatever,飛び上がる,"spring, fly up, jump up"
飛ばす,"to let fly, to ship over",去る,to leave,貿易黒字,trade surplus,車輪,wheel,埋め込む,embed
仕舞う,"to finish, done",発注,placing an order,貿易商,trader,いつ,when,結び上がる,knotting up
風呂,bath,栄養,nutrition,貿易業,trading business,いつでも,whenever,茹で上がる,boil up
犬,dog,付ける,to attach,旺盛,"lively, vigorous",どこ,where,浮かび上がる,rise to the surface
冷凍魚,refrigerated fish,偏差,a deviation,旺然,prosperous,一方,whereas,織り込む,weave in
白鳥,swan,休みの間に,during the vacation,気力旺盛,being full of energy,どうにか,whether,涸れ上がる,dry up
駆け付ける,to run to,テレビと言えば,speaking of tv,好奇心旺盛,brimming with curiosity,どれの,which,攻め込む,attack
駝鳥,ostrich,最小,minimum,士気旺盛,high morale,その間,while,組み上がる,assemble
運賃,a fare,良い,good,元気旺盛,full of vigor,ささやく,whisper,考え込む,think
講談,story-telling,記号,symbols,昆虫,"insect, bug",白い,white,擦り込む,rub in
ボーリング場,a bowling alley,市庁舎,a town hall,昆布,"kelp, kombu",誰,who,鑑定,expert opinion
増える一方,increasingly,買い付け,buying,昇る,"to ascend, to go up",全体,whole,本性,"true character, real nature"
焼き鳥,yakitori,タオル,towels,上昇,"rising, ascending",誰,whom,感じる,"to feel, to sense"
人種,race,蝸牛,snail,昇進,promotion,だれの,whose,実感,real feeling
泥だらけ,covered in mud,感じる,feel,昇華,sublimation,どうして,why,感想,impression
注ぎ込む,to invest in,休憩所,a rest area,昇給,salary raise​,幅,wide,敏感,"sensitive, alert"
要するに,in short,銀行,a bank,昇格,promotion,広く,widely,同感,same feeling
急増,sudden increase,野犬,stray dog,昇級,advancement,広く普及,widespread,好感,goo feeling
高等,high,アダプター,an adaptor,降級,downgrading,妻,wife,共感,sympathy
眼鏡,glasses,正面,front,上昇期,upturn,野生,wild,反感,animosity
一番,most,小鳥,small bird,昭和,shōwa era,意思,will,予感,"hunch, premonition"
水中,underwater,傾注,devoting,昨日,yesterday,喜んで,willing,感激,deep emotion. impression
脇道,a side street,気力,energy,一昨日,day before yesterday,勝つ,win,直感,"intuition, instinct"
乗客,a passenger,眉,eyebrows,昨年,last year​,風,wind,感銘,deep impression
観光に依存する,to depend on tourism,噛み付く,to bite (at),昨今,nowadays,窓,window,感ずる,"to feel, to sense"
止まる,stop,予約する,to book,昨年度,previous year,ワイン,wine,感性,"sensitivity, sensitiveness"
食べてみたところ,I tried to eat it,多数,many,昨晩,last night,羽,wing,鈍感,insensitive
作付け,planting,帰省,returning home,スムーズ,smooth,勝者,winner,違和感,uncomfortable feeling
今夜,tonight,切ってでも,even if it means cutting,スナップ,snap,若い,young,痛感,feeling keenly
一方通行,one-way traffic,塔,tower,雪,snow,あなたの,your,親近感,affinity
緩い,loose,付近,neighborhood,それで,so,あなたのもの,yours,安心感,sense of security
下手,not good,付着,sticking to,いわゆる,so-called,あなた自身,yourself,感じ取る,"to receive, to sense"
図書,books,親しむ,to be intimate with,サッカー,soccer,若者,youth,体感,bodily sensation
知りつつ,knowingly,亡霊,departed spirit,ソーシャル,social,動物園,zoo,快感,pleasant feeling
